location,date,vaccine,total_vaccinations
France,2021-06-26,Moderna,4857335
France,2021-06-26,Oxford/AstraZeneca,6676261
France,2021-06-26,Pfizer/BioNTech,40235014
France,2021-06-27,Johnson&Johnson,543007
France,2021-06-27,Moderna,4889120
France,2021-06-27,Oxford/AstraZeneca,6680382
France,2021-06-27,Pfizer/BioNTech,40408957
France,2021-06-28,Johnson&Johnson,547430
France,2021-06-28,Moderna,4955695
France,2021-06-28,Oxford/AstraZeneca,6711339
France,2021-06-28,Pfizer/BioNTech,40907434
France,2021-06-29,Johnson&Johnson,553973
France,2021-06-29,Moderna,5035430
France,2021-06-29,Oxford/AstraZeneca,6768368
France,2021-06-29,Pfizer/BioNTech,41448192
France,2021-06-30,Johnson&Johnson,560092
France,2021-06-30,Moderna,5109210
France,2021-06-30,Oxford/AstraZeneca,6814300
France,2021-06-30,Pfizer/BioNTech,41999741
Germany,2020-12-27,Johnson&Johnson,0
Germany,2020-12-27,Moderna,2
Germany,2020-12-27,Oxford/AstraZeneca,0
Germany,2020-12-27,Pfizer/BioNTech,23451
Germany,2020-12-28,Johnson&Johnson,0
Germany,2020-12-28,Moderna,2
Germany,2020-12-28,Oxford/AstraZeneca,0
Germany,2020-12-28,Pfizer/BioNTech,41255
Germany,2020-12-29,Johnson&Johnson,0
Germany,2020-12-29,Moderna,2
Germany,2020-12-29,Oxford/AstraZeneca,1
Germany,2020-12-29,Pfizer/BioNTech,90588
Germany,2020-12-30,Johnson&Johnson,0
Germany,2020-12-30,Moderna,2
Germany,2020-12-30,Oxford/AstraZeneca,1
Germany,2020-12-30,Pfizer/BioNTech,153290
Germany,2020-12-31,Johnson&Johnson,0
Germany,2020-12-31,Moderna,2
Germany,2020-12-31,Oxford/AstraZeneca,1
Germany,2020-12-31,Pfizer/BioNTech,202483
Germany,2021-01-01,Johnson&Johnson,0
Germany,2021-01-01,Moderna,7
Germany,2021-01-01,Oxford/AstraZeneca,4
Germany,2021-01-01,Pfizer/BioNTech,227680
Germany,2021-01-02,Johnson&Johnson,0
Germany,2021-01-02,Moderna,7
Germany,2021-01-02,Oxford/AstraZeneca,4
Germany,2021-01-02,Pfizer/BioNTech,275330
Germany,2021-01-03,Johnson&Johnson,0
Germany,2021-01-03,Moderna,8
Germany,2021-01-03,Oxford/AstraZeneca,4
Germany,2021-01-03,Pfizer/BioNTech,297470
Germany,2021-01-04,Johnson&Johnson,0
Germany,2021-01-04,Moderna,9
Germany,2021-01-04,Oxford/AstraZeneca,4
Germany,2021-01-04,Pfizer/BioNTech,342963
Germany,2021-01-05,Johnson&Johnson,0
Germany,2021-01-05,Moderna,10
Germany,2021-01-05,Oxford/AstraZeneca,4
Germany,2021-01-05,Pfizer/BioNTech,394600
Germany,2021-01-06,Johnson&Johnson,0
Germany,2021-01-06,Moderna,16
Germany,2021-01-06,Oxford/AstraZeneca,6
Germany,2021-01-06,Pfizer/BioNTech,456829
Germany,2021-01-07,Johnson&Johnson,0
Germany,2021-01-07,Moderna,19
Germany,2021-01-07,Oxford/AstraZeneca,7
Germany,2021-01-07,Pfizer/BioNTech,510552
Germany,2021-01-08,Johnson&Johnson,0
Germany,2021-01-08,Moderna,70
Germany,2021-01-08,Oxford/AstraZeneca,8
Germany,2021-01-08,Pfizer/BioNTech,572180
Germany,2021-01-09,Johnson&Johnson,0
Germany,2021-01-09,Moderna,73
Germany,2021-01-09,Oxford/AstraZeneca,8
Germany,2021-01-09,Pfizer/BioNTech,631861
Germany,2021-01-10,Johnson&Johnson,0
Germany,2021-01-10,Moderna,81
Germany,2021-01-10,Oxford/AstraZeneca,8
Germany,2021-01-10,Pfizer/BioNTech,666959
Germany,2021-01-11,Johnson&Johnson,0
Germany,2021-01-11,Moderna,93
Germany,2021-01-11,Oxford/AstraZeneca,10
Germany,2021-01-11,Pfizer/BioNTech,734154
Germany,2021-01-12,Johnson&Johnson,0
Germany,2021-01-12,Moderna,108
Germany,2021-01-12,Oxford/AstraZeneca,10
Germany,2021-01-12,Pfizer/BioNTech,812179
Germany,2021-01-13,Johnson&Johnson,0
Germany,2021-01-13,Moderna,1278
Germany,2021-01-13,Oxford/AstraZeneca,10
Germany,2021-01-13,Pfizer/BioNTech,921423
Germany,2021-01-14,Johnson&Johnson,0
Germany,2021-01-14,Moderna,6418
Germany,2021-01-14,Oxford/AstraZeneca,10
Germany,2021-01-14,Pfizer/BioNTech,999038
Germany,2021-01-15,Johnson&Johnson,0
Germany,2021-01-15,Moderna,11679
Germany,2021-01-15,Oxford/AstraZeneca,15
Germany,2021-01-15,Pfizer/BioNTech,1083904
Germany,2021-01-16,Johnson&Johnson,0
Germany,2021-01-16,Moderna,13359
Germany,2021-01-16,Oxford/AstraZeneca,16
Germany,2021-01-16,Pfizer/BioNTech,1139364
Germany,2021-01-17,Johnson&Johnson,0
Germany,2021-01-17,Moderna,14618
Germany,2021-01-17,Oxford/AstraZeneca,17
Germany,2021-01-17,Pfizer/BioNTech,1186160
Germany,2021-01-18,Johnson&Johnson,0
Germany,2021-01-18,Moderna,18760
Germany,2021-01-18,Oxford/AstraZeneca,18
Germany,2021-01-18,Pfizer/BioNTech,1263804
Germany,2021-01-19,Johnson&Johnson,0
Germany,2021-01-19,Moderna,22422
Germany,2021-01-19,Oxford/AstraZeneca,26
Germany,2021-01-19,Pfizer/BioNTech,1379088
Germany,2021-01-20,Johnson&Johnson,0
Germany,2021-01-20,Moderna,25163
Germany,2021-01-20,Oxford/AstraZeneca,29
Germany,2021-01-20,Pfizer/BioNTech,1508853
Germany,2021-01-21,Johnson&Johnson,0
Germany,2021-01-21,Moderna,27898
Germany,2021-01-21,Oxford/AstraZeneca,29
Germany,2021-01-21,Pfizer/BioNTech,1611420
Germany,2021-01-22,Johnson&Johnson,0
Germany,2021-01-22,Moderna,30084
Germany,2021-01-22,Oxford/AstraZeneca,37
Germany,2021-01-22,Pfizer/BioNTech,1710904
Germany,2021-01-23,Johnson&Johnson,0
Germany,2021-01-23,Moderna,30439
Germany,2021-01-23,Oxford/AstraZeneca,40
Germany,2021-01-23,Pfizer/BioNTech,1797256
Germany,2021-01-24,Johnson&Johnson,0
Germany,2021-01-24,Moderna,30638
Germany,2021-01-24,Oxford/AstraZeneca,44
Germany,2021-01-24,Pfizer/BioNTech,1844538
Germany,2021-01-25,Johnson&Johnson,0
Germany,2021-01-25,Moderna,32052
Germany,2021-01-25,Oxford/AstraZeneca,47
Germany,2021-01-25,Pfizer/BioNTech,1934075
Germany,2021-01-26,Johnson&Johnson,0
Germany,2021-01-26,Moderna,33488
Germany,2021-01-26,Oxford/AstraZeneca,54
Germany,2021-01-26,Pfizer/BioNTech,2029993
Germany,2021-01-27,Johnson&Johnson,0
Germany,2021-01-27,Moderna,35275
Germany,2021-01-27,Oxford/AstraZeneca,62
Germany,2021-01-27,Pfizer/BioNTech,2137319
Germany,2021-01-28,Johnson&Johnson,0
Germany,2021-01-28,Moderna,36903
Germany,2021-01-28,Oxford/AstraZeneca,65
Germany,2021-01-28,Pfizer/BioNTech,2227858
Germany,2021-01-29,Johnson&Johnson,0
Germany,2021-01-29,Moderna,38382
Germany,2021-01-29,Oxford/AstraZeneca,71
Germany,2021-01-29,Pfizer/BioNTech,2333758
Germany,2021-01-30,Johnson&Johnson,0
Germany,2021-01-30,Moderna,39261
Germany,2021-01-30,Oxford/AstraZeneca,73
Germany,2021-01-30,Pfizer/BioNTech,2420960
Germany,2021-01-31,Johnson&Johnson,0
Germany,2021-01-31,Moderna,39637
Germany,2021-01-31,Oxford/AstraZeneca,78
Germany,2021-01-31,Pfizer/BioNTech,2477553
Germany,2021-02-01,Johnson&Johnson,0
Germany,2021-02-01,Moderna,41846
Germany,2021-02-01,Oxford/AstraZeneca,129
Germany,2021-02-01,Pfizer/BioNTech,2594941
Germany,2021-02-02,Johnson&Johnson,0
Germany,2021-02-02,Moderna,44903
Germany,2021-02-02,Oxford/AstraZeneca,141
Germany,2021-02-02,Pfizer/BioNTech,2723870
Germany,2021-02-03,Johnson&Johnson,1
Germany,2021-02-03,Moderna,51232
Germany,2021-02-03,Oxford/AstraZeneca,167
Germany,2021-02-03,Pfizer/BioNTech,2878688
Germany,2021-02-04,Johnson&Johnson,1
Germany,2021-02-04,Moderna,57061
Germany,2021-02-04,Oxford/AstraZeneca,172
Germany,2021-02-04,Pfizer/BioNTech,3005987
Germany,2021-02-05,Johnson&Johnson,1
Germany,2021-02-05,Moderna,63514
Germany,2021-02-05,Oxford/AstraZeneca,179
Germany,2021-02-05,Pfizer/BioNTech,3145889
Germany,2021-02-06,Johnson&Johnson,1
Germany,2021-02-06,Moderna,66141
Germany,2021-02-06,Oxford/AstraZeneca,180
Germany,2021-02-06,Pfizer/BioNTech,3236824
Germany,2021-02-07,Johnson&Johnson,1
Germany,2021-02-07,Moderna,68468
Germany,2021-02-07,Oxford/AstraZeneca,182
Germany,2021-02-07,Pfizer/BioNTech,3287766
Germany,2021-02-08,Johnson&Johnson,1
Germany,2021-02-08,Moderna,72290
Germany,2021-02-08,Oxford/AstraZeneca,208
Germany,2021-02-08,Pfizer/BioNTech,3392823
Germany,2021-02-09,Johnson&Johnson,1
Germany,2021-02-09,Moderna,75723
Germany,2021-02-09,Oxford/AstraZeneca,321
Germany,2021-02-09,Pfizer/BioNTech,3523318
Germany,2021-02-10,Johnson&Johnson,1
Germany,2021-02-10,Moderna,79954
Germany,2021-02-10,Oxford/AstraZeneca,8612
Germany,2021-02-10,Pfizer/BioNTech,3665006
Germany,2021-02-11,Johnson&Johnson,3
Germany,2021-02-11,Moderna,87217
Germany,2021-02-11,Oxford/AstraZeneca,24889
Germany,2021-02-11,Pfizer/BioNTech,3784906
Germany,2021-02-12,Johnson&Johnson,6
Germany,2021-02-12,Moderna,96515
Germany,2021-02-12,Oxford/AstraZeneca,39046
Germany,2021-02-12,Pfizer/BioNTech,3916443
Germany,2021-02-13,Johnson&Johnson,7
Germany,2021-02-13,Moderna,99772
Germany,2021-02-13,Oxford/AstraZeneca,52242
Germany,2021-02-13,Pfizer/BioNTech,4007203
Germany,2021-02-14,Johnson&Johnson,8
Germany,2021-02-14,Moderna,102247
Germany,2021-02-14,Oxford/AstraZeneca,59469
Germany,2021-02-14,Pfizer/BioNTech,4062730
Germany,2021-02-15,Johnson&Johnson,9
Germany,2021-02-15,Moderna,107471
Germany,2021-02-15,Oxford/AstraZeneca,74880
Germany,2021-02-15,Pfizer/BioNTech,4167346
Germany,2021-02-16,Johnson&Johnson,10
Germany,2021-02-16,Moderna,113536
Germany,2021-02-16,Oxford/AstraZeneca,94429
Germany,2021-02-16,Pfizer/BioNTech,4275685
Germany,2021-02-17,Johnson&Johnson,11
Germany,2021-02-17,Moderna,121533
Germany,2021-02-17,Oxford/AstraZeneca,115140
Germany,2021-02-17,Pfizer/BioNTech,4397599
Germany,2021-02-18,Johnson&Johnson,12
Germany,2021-02-18,Moderna,129755
Germany,2021-02-18,Oxford/AstraZeneca,138852
Germany,2021-02-18,Pfizer/BioNTech,4509784
Germany,2021-02-19,Johnson&Johnson,13
Germany,2021-02-19,Moderna,139713
Germany,2021-02-19,Oxford/AstraZeneca,166178
Germany,2021-02-19,Pfizer/BioNTech,4630554
Germany,2021-02-20,Johnson&Johnson,14
Germany,2021-02-20,Moderna,144171
Germany,2021-02-20,Oxford/AstraZeneca,187336
Germany,2021-02-20,Pfizer/BioNTech,4716884
Germany,2021-02-21,Johnson&Johnson,15
Germany,2021-02-21,Moderna,147800
Germany,2021-02-21,Oxford/AstraZeneca,202953
Germany,2021-02-21,Pfizer/BioNTech,4783356
Germany,2021-02-22,Johnson&Johnson,16
Germany,2021-02-22,Moderna,156781
Germany,2021-02-22,Oxford/AstraZeneca,226456
Germany,2021-02-22,Pfizer/BioNTech,4905900
Germany,2021-02-23,Johnson&Johnson,17
Germany,2021-02-23,Moderna,163885
Germany,2021-02-23,Oxford/AstraZeneca,255182
Germany,2021-02-23,Pfizer/BioNTech,5039430
Germany,2021-02-24,Johnson&Johnson,18
Germany,2021-02-24,Moderna,171488
Germany,2021-02-24,Oxford/AstraZeneca,291709
Germany,2021-02-24,Pfizer/BioNTech,5170719
Germany,2021-02-25,Johnson&Johnson,18
Germany,2021-02-25,Moderna,178244
Germany,2021-02-25,Oxford/AstraZeneca,342410
Germany,2021-02-25,Pfizer/BioNTech,5301929
Germany,2021-02-26,Johnson&Johnson,18
Germany,2021-02-26,Moderna,187083
Germany,2021-02-26,Oxford/AstraZeneca,405042
Germany,2021-02-26,Pfizer/BioNTech,5442493
Germany,2021-02-27,Johnson&Johnson,18
Germany,2021-02-27,Moderna,191154
Germany,2021-02-27,Oxford/AstraZeneca,455953
Germany,2021-02-27,Pfizer/BioNTech,5535138
Germany,2021-02-28,Johnson&Johnson,19
Germany,2021-02-28,Moderna,195101
Germany,2021-02-28,Oxford/AstraZeneca,493507
Germany,2021-02-28,Pfizer/BioNTech,5596373
Germany,2021-03-01,Johnson&Johnson,19
Germany,2021-03-01,Moderna,204692
Germany,2021-03-01,Oxford/AstraZeneca,551734
Germany,2021-03-01,Pfizer/BioNTech,5726466
Germany,2021-03-02,Johnson&Johnson,19
Germany,2021-03-02,Moderna,214684
Germany,2021-03-02,Oxford/AstraZeneca,620491
Germany,2021-03-02,Pfizer/BioNTech,5866252
Germany,2021-03-03,Johnson&Johnson,19
Germany,2021-03-03,Moderna,229621
Germany,2021-03-03,Oxford/AstraZeneca,694565
Germany,2021-03-03,Pfizer/BioNTech,6023054
Germany,2021-03-04,Johnson&Johnson,19
Germany,2021-03-04,Moderna,244086
Germany,2021-03-04,Oxford/AstraZeneca,783193
Germany,2021-03-04,Pfizer/BioNTech,6164072
Germany,2021-03-05,Johnson&Johnson,20
Germany,2021-03-05,Moderna,257448
Germany,2021-03-05,Oxford/AstraZeneca,895716
Germany,2021-03-05,Pfizer/BioNTech,6313392
Germany,2021-03-06,Johnson&Johnson,20
Germany,2021-03-06,Moderna,265873
Germany,2021-03-06,Oxford/AstraZeneca,979599
Germany,2021-03-06,Pfizer/BioNTech,6422642
Germany,2021-03-07,Johnson&Johnson,20
Germany,2021-03-07,Moderna,272516
Germany,2021-03-07,Oxford/AstraZeneca,1040625
Germany,2021-03-07,Pfizer/BioNTech,6502398
Germany,2021-03-08,Johnson&Johnson,20
Germany,2021-03-08,Moderna,283439
Germany,2021-03-08,Oxford/AstraZeneca,1133109
Germany,2021-03-08,Pfizer/BioNTech,6636341
Germany,2021-03-09,Johnson&Johnson,20
Germany,2021-03-09,Moderna,296212
Germany,2021-03-09,Oxford/AstraZeneca,1232311
Germany,2021-03-09,Pfizer/BioNTech,6776385
Germany,2021-03-10,Johnson&Johnson,20
Germany,2021-03-10,Moderna,308205
Germany,2021-03-10,Oxford/AstraZeneca,1349218
Germany,2021-03-10,Pfizer/BioNTech,6935272
Germany,2021-03-11,Johnson&Johnson,20
Germany,2021-03-11,Moderna,321920
Germany,2021-03-11,Oxford/AstraZeneca,1471874
Germany,2021-03-11,Pfizer/BioNTech,7082901
Germany,2021-03-12,Johnson&Johnson,20
Germany,2021-03-12,Moderna,339181
Germany,2021-03-12,Oxford/AstraZeneca,1629230
Germany,2021-03-12,Pfizer/BioNTech,7234463
Germany,2021-03-13,Johnson&Johnson,20
Germany,2021-03-13,Moderna,348731
Germany,2021-03-13,Oxford/AstraZeneca,1744144
Germany,2021-03-13,Pfizer/BioNTech,7350489
Germany,2021-03-14,Johnson&Johnson,20
Germany,2021-03-14,Moderna,354240
Germany,2021-03-14,Oxford/AstraZeneca,1820554
Germany,2021-03-14,Pfizer/BioNTech,7438457
Germany,2021-03-15,Johnson&Johnson,20
Germany,2021-03-15,Moderna,366872
Germany,2021-03-15,Oxford/AstraZeneca,1902644
Germany,2021-03-15,Pfizer/BioNTech,7591141
Germany,2021-03-16,Johnson&Johnson,20
Germany,2021-03-16,Moderna,378005
Germany,2021-03-16,Oxford/AstraZeneca,1903658
Germany,2021-03-16,Pfizer/BioNTech,7757754
Germany,2021-03-17,Johnson&Johnson,20
Germany,2021-03-17,Moderna,395980
Germany,2021-03-17,Oxford/AstraZeneca,1904401
Germany,2021-03-17,Pfizer/BioNTech,7943968
Germany,2021-03-18,Johnson&Johnson,20
Germany,2021-03-18,Moderna,414107
Germany,2021-03-18,Oxford/AstraZeneca,1905560
Germany,2021-03-18,Pfizer/BioNTech,8118001
Germany,2021-03-19,Johnson&Johnson,20
Germany,2021-03-19,Moderna,434828
Germany,2021-03-19,Oxford/AstraZeneca,1944087
Germany,2021-03-19,Pfizer/BioNTech,8303495
Germany,2021-03-20,Johnson&Johnson,20
Germany,2021-03-20,Moderna,450103
Germany,2021-03-20,Oxford/AstraZeneca,2013603
Germany,2021-03-20,Pfizer/BioNTech,8438915
Germany,2021-03-21,Johnson&Johnson,20
Germany,2021-03-21,Moderna,459300
Germany,2021-03-21,Oxford/AstraZeneca,2066647
Germany,2021-03-21,Pfizer/BioNTech,8541182
Germany,2021-03-22,Johnson&Johnson,20
Germany,2021-03-22,Moderna,483012
Germany,2021-03-22,Oxford/AstraZeneca,2145530
Germany,2021-03-22,Pfizer/BioNTech,8707678
Germany,2021-03-23,Johnson&Johnson,20
Germany,2021-03-23,Moderna,502644
Germany,2021-03-23,Oxford/AstraZeneca,2244975
Germany,2021-03-23,Pfizer/BioNTech,8889094
Germany,2021-03-24,Johnson&Johnson,20
Germany,2021-03-24,Moderna,535637
Germany,2021-03-24,Oxford/AstraZeneca,2350739
Germany,2021-03-24,Pfizer/BioNTech,9089132
Germany,2021-03-25,Johnson&Johnson,20
Germany,2021-03-25,Moderna,563284
Germany,2021-03-25,Oxford/AstraZeneca,2470125
Germany,2021-03-25,Pfizer/BioNTech,9274563
Germany,2021-03-26,Johnson&Johnson,20
Germany,2021-03-26,Moderna,600392
Germany,2021-03-26,Oxford/AstraZeneca,2607030
Germany,2021-03-26,Pfizer/BioNTech,9473930
Germany,2021-03-27,Johnson&Johnson,21
Germany,2021-03-27,Moderna,628007
Germany,2021-03-27,Oxford/AstraZeneca,2710984
Germany,2021-03-27,Pfizer/BioNTech,9623462
Germany,2021-03-28,Johnson&Johnson,23
Germany,2021-03-28,Moderna,646494
Germany,2021-03-28,Oxford/AstraZeneca,2773463
Germany,2021-03-28,Pfizer/BioNTech,9738796
Germany,2021-03-29,Johnson&Johnson,23
Germany,2021-03-29,Moderna,671362
Germany,2021-03-29,Oxford/AstraZeneca,2865243
Germany,2021-03-29,Pfizer/BioNTech,9927328
Germany,2021-03-30,Johnson&Johnson,23
Germany,2021-03-30,Moderna,695769
Germany,2021-03-30,Oxford/AstraZeneca,2950978
Germany,2021-03-30,Pfizer/BioNTech,10145870
Germany,2021-03-31,Johnson&Johnson,23
Germany,2021-03-31,Moderna,731809
Germany,2021-03-31,Oxford/AstraZeneca,3003606
Germany,2021-03-31,Pfizer/BioNTech,10393101
Germany,2021-04-01,Johnson&Johnson,23
Germany,2021-04-01,Moderna,764240
Germany,2021-04-01,Oxford/AstraZeneca,3058855
Germany,2021-04-01,Pfizer/BioNTech,10631563
Germany,2021-04-02,Johnson&Johnson,23
Germany,2021-04-02,Moderna,778622
Germany,2021-04-02,Oxford/AstraZeneca,3090609
Germany,2021-04-02,Pfizer/BioNTech,10811038
Germany,2021-04-03,Johnson&Johnson,23
Germany,2021-04-03,Moderna,794437
Germany,2021-04-03,Oxford/AstraZeneca,3132455
Germany,2021-04-03,Pfizer/BioNTech,10984909
Germany,2021-04-04,Johnson&Johnson,23
Germany,2021-04-04,Moderna,804515
Germany,2021-04-04,Oxford/AstraZeneca,3183110
Germany,2021-04-04,Pfizer/BioNTech,11117159
Germany,2021-04-05,Johnson&Johnson,23
Germany,2021-04-05,Moderna,822399
Germany,2021-04-05,Oxford/AstraZeneca,3248036
Germany,2021-04-05,Pfizer/BioNTech,11282132
Germany,2021-04-06,Johnson&Johnson,23
Germany,2021-04-06,Moderna,854610
Germany,2021-04-06,Oxford/AstraZeneca,3334546
Germany,2021-04-06,Pfizer/BioNTech,11536947
Germany,2021-04-07,Johnson&Johnson,23
Germany,2021-04-07,Moderna,891435
Germany,2021-04-07,Oxford/AstraZeneca,3423312
Germany,2021-04-07,Pfizer/BioNTech,12078910
Germany,2021-04-08,Johnson&Johnson,23
Germany,2021-04-08,Moderna,926865
Germany,2021-04-08,Oxford/AstraZeneca,3514916
Germany,2021-04-08,Pfizer/BioNTech,12649979
Germany,2021-04-09,Johnson&Johnson,23
Germany,2021-04-09,Moderna,963383
Germany,2021-04-09,Oxford/AstraZeneca,3619016
Germany,2021-04-09,Pfizer/BioNTech,13139793
Germany,2021-04-10,Johnson&Johnson,23
Germany,2021-04-10,Moderna,986633
Germany,2021-04-10,Oxford/AstraZeneca,3719105
Germany,2021-04-10,Pfizer/BioNTech,13388079
Germany,2021-04-11,Johnson&Johnson,23
Germany,2021-04-11,Moderna,1005294
Germany,2021-04-11,Oxford/AstraZeneca,3792894
Germany,2021-04-11,Pfizer/BioNTech,13558376
Germany,2021-04-12,Johnson&Johnson,24
Germany,2021-04-12,Moderna,1034441
Germany,2021-04-12,Oxford/AstraZeneca,3902033
Germany,2021-04-12,Pfizer/BioNTech,13836976
Germany,2021-04-13,Johnson&Johnson,24
Germany,2021-04-13,Moderna,1061386
Germany,2021-04-13,Oxford/AstraZeneca,4017572
Germany,2021-04-13,Pfizer/BioNTech,14268917
Germany,2021-04-14,Johnson&Johnson,24
Germany,2021-04-14,Moderna,1094704
Germany,2021-04-14,Oxford/AstraZeneca,4140762
Germany,2021-04-14,Pfizer/BioNTech,14885175
Germany,2021-04-15,Johnson&Johnson,25
Germany,2021-04-15,Moderna,1130629
Germany,2021-04-15,Oxford/AstraZeneca,4248919
Germany,2021-04-15,Pfizer/BioNTech,15418717
Germany,2021-04-16,Johnson&Johnson,25
Germany,2021-04-16,Moderna,1163104
Germany,2021-04-16,Oxford/AstraZeneca,4372997
Germany,2021-04-16,Pfizer/BioNTech,15856570
Germany,2021-04-17,Johnson&Johnson,25
Germany,2021-04-17,Moderna,1185723
Germany,2021-04-17,Oxford/AstraZeneca,4489516
Germany,2021-04-17,Pfizer/BioNTech,16081382
Germany,2021-04-18,Johnson&Johnson,25
Germany,2021-04-18,Moderna,1201105
Germany,2021-04-18,Oxford/AstraZeneca,4570260
Germany,2021-04-18,Pfizer/BioNTech,16253349
Germany,2021-04-19,Johnson&Johnson,26
Germany,2021-04-19,Moderna,1233963
Germany,2021-04-19,Oxford/AstraZeneca,4645177
Germany,2021-04-19,Pfizer/BioNTech,16546539
Germany,2021-04-20,Johnson&Johnson,26
Germany,2021-04-20,Moderna,1272888
Germany,2021-04-20,Oxford/AstraZeneca,4784256
Germany,2021-04-20,Pfizer/BioNTech,16927540
Germany,2021-04-21,Johnson&Johnson,26
Germany,2021-04-21,Moderna,1314392
Germany,2021-04-21,Oxford/AstraZeneca,5008695
Germany,2021-04-21,Pfizer/BioNTech,17381158
Germany,2021-04-22,Johnson&Johnson,26
Germany,2021-04-22,Moderna,1357848
Germany,2021-04-22,Oxford/AstraZeneca,5221348
Germany,2021-04-22,Pfizer/BioNTech,17762293
Germany,2021-04-23,Johnson&Johnson,35
Germany,2021-04-23,Moderna,1401282
Germany,2021-04-23,Oxford/AstraZeneca,5380100
Germany,2021-04-23,Pfizer/BioNTech,18115127
Germany,2021-04-24,Johnson&Johnson,37
Germany,2021-04-24,Moderna,1450550
Germany,2021-04-24,Oxford/AstraZeneca,5461002
Germany,2021-04-24,Pfizer/BioNTech,18349985
Germany,2021-04-25,Johnson&Johnson,37
Germany,2021-04-25,Moderna,1484182
Germany,2021-04-25,Oxford/AstraZeneca,5522198
Germany,2021-04-25,Pfizer/BioNTech,18537678
Germany,2021-04-26,Johnson&Johnson,118
Germany,2021-04-26,Moderna,1526443
Germany,2021-04-26,Oxford/AstraZeneca,5594122
Germany,2021-04-26,Pfizer/BioNTech,18855415
Germany,2021-04-27,Johnson&Johnson,583
Germany,2021-04-27,Moderna,1577791
Germany,2021-04-27,Oxford/AstraZeneca,5650458
Germany,2021-04-27,Pfizer/BioNTech,19531781
Germany,2021-04-28,Johnson&Johnson,1312
Germany,2021-04-28,Moderna,1638104
Germany,2021-04-28,Oxford/AstraZeneca,5703414
Germany,2021-04-28,Pfizer/BioNTech,20539800
Germany,2021-04-29,Johnson&Johnson,2199
Germany,2021-04-29,Moderna,1701686
Germany,2021-04-29,Oxford/AstraZeneca,5760047
Germany,2021-04-29,Pfizer/BioNTech,21363960
Germany,2021-04-30,Johnson&Johnson,3038
Germany,2021-04-30,Moderna,1758785
